OrderID,Carrier,Origin,Distance_KM,Weight_KG,Cost_USD
1822,Air-Express,Singapore,8504,2987.9069519555683,4116.2301043751095
1823,Ocean-Freight,London,8125,3685.4681672219776,1355.617938937739
1824,Ocean-Freight,Singapore,6695,3300.377527850257,336.4891884610923
1825,Ground-Truck,Singapore,103,2848.9741819083256,1350.022713110333
1826,Ground-Truck,Singapore,10884,114.31987925355796,3667.625492314091
1827,Ocean-Freight,Shanghai,6426,1860.7915191128557,2453.0399247165333
1828,Rail-Link,London,148,2515.879187381959,3851.950090797677
1829,Ocean-Freight,Singapore,4998,2181.705463570697,3758.630593164984
1830,Ground-Truck,London,12458,2069.015672400878,7774.655276522872
1831,Rail-Link,New York,3470,2322.699271986347,3943.1463124549064
1832,Ground-Truck,Shanghai,6774,3842.1760334247397,4630.081116869119
1833,Air-Express,Shanghai,7440,722.9926980812752,7813.19979679956
1834,Ground-Truck,London,13070,3650.6613111228185,1259.0799605261116
1835,Air-Express,Singapore,12388,3201.0033645473013,975.1318819007507
1836,Ocean-Freight,Singapore,3607,4674.337777007987,1092.80102112783
1837,Ocean-Freight,Shanghai,1980,1847.5728847238854,2960.7933103443074
1838,Ocean-Freight,Shanghai,9156,3982.4307393284926,3511.977836616103
1839,Ground-Truck,London,3053,3390.784519017658,3285.0871652759824
1840,Air-Express,London,1775,78.7417179589848,5777.230295410095
1841,Ground-Truck,Shanghai,2009,567.9180059302803,5404.056149827233
1842,Ground-Truck,New York,7960,2920.951760884658,4044.5097449740974
1843,Rail-Link,Singapore,11616,114.93245693630888,3050.824233972453
1844,Ocean-Freight,London,3052,2453.501471157018,2243.3818614867178
1845,Rail-Link,Shanghai,194,150.70301088935568,7192.070028496581
1846,Air-Express,Shanghai,4362,1865.414475209215,3923.1451902250233
1847,Rail-Link,Singapore,865,4275.415045335134,1464.3203379070158
1848,Ocean-Freight,New York,14792,4534.731720883841,6162.036625669562
1849,Ocean-Freight,London,7519,1507.4269337076062,7903.569827316867
1850,Rail-Link,New York,13405,4510.286540195317,3356.2497263189935
1851,Ground-Truck,London,6174,3423.194616578658,2303.5925669919084
1852,Ocean-Freight,London,13526,499.7791272820392,1415.1315220436627
1853,Ocean-Freight,New York,5870,3781.353196408623,5506.235059537384
1854,Ground-Truck,New York,10941,3074.092391230776,2646.7497077278867
1855,Ocean-Freight,Singapore,13505,1701.0375691137738,5377.707343754414
1856,Ground-Truck,New York,6592,3572.6053502491395,6130.488888950422
1857,Ground-Truck,Shanghai,2425,2962.7767423121213,5565.213006647325
1858,Rail-Link,New York,932,4107.376187936484,3076.7862742600832
1859,Ground-Truck,New York,11515,4279.8532873241365,4404.443413363058
1860,Rail-Link,New York,6976,1682.6049656713915,919.875428851173
1861,Air-Express,Shanghai,8831,2038.1850542075126,7685.094129961801
1862,Ground-Truck,Shanghai,6165,2322.73795201092,865.4068204400489
1863,Ocean-Freight,London,589,1505.0894100941973,1492.5926111313547
1864,Ocean-Freight,Singapore,7331,3004.6506665189104,2976.957657359872
1865,Ground-Truck,Shanghai,2843,3323.9379835550867,3544.5266207666537
1866,Air-Express,Shanghai,11393,4793.349867333342,2552.670971539168
1867,Ocean-Freight,London,5770,159.00848079400524,7131.620004737824
1868,Ocean-Freight,Shanghai,14208,1845.2863915368168,2730.2331548146103
1869,Rail-Link,London,13321,284.1096768580838,616.1050879875148
1870,Ocean-Freight,London,11258,1775.4417725926614,3121.8859735016877
1871,Ocean-Freight,London,11796,3084.111130083645,5150.301821590024
1872,Ocean-Freight,New York,14133,2107.802126778095,1417.9255353032945
1873,Ground-Truck,Shanghai,13134,1270.7320803418165,7363.746128128381
1874,Air-Express,London,11515,1191.12239911845,5935.0918190512975
1875,Ground-Truck,Shanghai,2008,4182.070427542872,6740.703198145431
1876,Ocean-Freight,New York,1598,1428.6187728815028,7108.310803206488
1877,Rail-Link,Singapore,7812,4139.886310695911,4413.357924760491
1878,Rail-Link,London,4047,5.901648104286551,4016.5035225407028
1879,Ground-Truck,London,14888,1910.115165527599,178.02100010911997
1880,Ocean-Freight,New York,4477,941.1909513567208,2372.9391359719675
1881,Rail-Link,Shanghai,9865,163.6505698598486,4795.897310821106
1882,Ocean-Freight,Singapore,4459,167.28385151049358,5874.7976911354535
1883,Ground-Truck,Singapore,5973,1759.2730135188535,7845.451825891699
1884,Air-Express,New York,13997,747.5574352333147,3687.058718642644
1885,Air-Express,Singapore,12031,916.1197993677017,4975.311981869189
1886,Ground-Truck,New York,5167,1739.165386518735,6330.085064916936
1887,Ground-Truck,Singapore,11916,4173.747748501198,739.4786986511141
1888,Rail-Link,Singapore,14896,4169.436195888704,5139.617246214742
1889,Ocean-Freight,New York,1406,332.89236096509495,1828.4173327850049
1890,Ground-Truck,London,7212,3352.886470244581,2316.2153448643626
1891,Ocean-Freight,Singapore,12373,2525.8109778108783,5924.466631911432
1892,Ground-Truck,Singapore,5287,1880.4076439151513,4790.562461534334
1893,Ocean-Freight,Shanghai,6303,3135.921931826255,4112.936256295388
1894,Ocean-Freight,Singapore,8823,4217.9622171036,2933.4643897459277
1895,Air-Express,New York,3637,3970.8248753496,4891.388538756488
1896,Ground-Truck,London,5625,1779.9682582940857,7202.857199097735
1897,Air-Express,New York,14942,382.4278465341247,7428.224434092511
1898,Ocean-Freight,New York,12688,3405.91409181156,1632.0094050221433
1899,Ground-Truck,London,7820,1503.1209164723014,2180.6693132059067
1900,Rail-Link,Singapore,11496,3247.829976047827,7465.615054319581
1901,Ground-Truck,New York,4145,3060.2771319166795,1706.7570084384413
1902,Ocean-Freight,New York,6636,3336.990023156612,264.64578012049685
1903,Ocean-Freight,London,5104,2906.762367428349,2976.805323156587
1904,Air-Express,Singapore,8239,4793.237474727405,6432.190670424577
1905,Ground-Truck,New York,9946,422.15425272456866,1136.0968368906683
1906,Air-Express,New York,13667,385.39930187787576,988.1282632074182
1907,Ground-Truck,New York,13385,4269.863146448286,6591.843002086623
1908,Air-Express,London,10447,724.7165729344913,7906.370793918525
1909,Ground-Truck,New York,6948,4572.044758531863,7968.692778360603
1910,Air-Express,London,11934,958.3331220948376,563.9887098498745
1911,Rail-Link,New York,6327,4258.720189745853,947.4657813988222
1912,Air-Express,London,13634,1224.131522727639,3084.7763082050706
1913,Air-Express,London,10116,330.77682492521166,3984.9400375847563
1914,Ocean-Freight,New York,529,2194.8830730035756,6078.171348294723
1915,Rail-Link,London,7048,2717.4754974191324,3697.2070654538115
1916,Ocean-Freight,Singapore,11851,4788.105457480923,6417.398703770294
1917,Ocean-Freight,New York,1510,974.7187796538233,1022.6300485269871
1918,Ground-Truck,London,4159,4729.159516011854,4147.2381348419585
1919,Ground-Truck,Shanghai,2079,223.45332121163437,1427.2088983315477
1920,Air-Express,Singapore,3045,2871.155234350676,3014.446392696769
1921,Ground-Truck,London,825,4694.178449521408,7217.263393341689
1922,Ground-Truck,London,726,4680.486165994777,7601.5411186066
1923,Rail-Link,London,4113,3332.7936890747155,3876.285675796365
1924,Ground-Truck,Singapore,801,2837.5894967366144,4605.749885916932
1925,Ocean-Freight,Singapore,1626,3956.0114829284653,5073.616335633097
1926,Rail-Link,Singapore,4130,3989.850214385504,7698.247358378132
1927,Ocean-Freight,Singapore,13231,436.6014182449235,1338.4987851549708
1928,Air-Express,Shanghai,5811,2283.1192153197585,2843.3355677659583
1929,Ground-Truck,Shanghai,14148,3971.844118808877,1678.6931131729186
1930,Ground-Truck,Singapore,2080,2427.356790110833,6710.086743995487
1931,Rail-Link,New York,2904,2615.3908911009057,6440.43094371098
1932,Ground-Truck,Singapore,7891,984.6121341340446,2438.6397431786845
1933,Air-Express,Shanghai,14623,875.6174617675811,3546.824223711238
1934,Rail-Link,London,7770,3967.980013509075,1177.7766040371055
1935,Ground-Truck,New York,5529,3924.641111416686,1332.0000103038246
1936,Ocean-Freight,New York,5860,922.942683955126,7782.58922785634
1937,Rail-Link,New York,10212,4797.111583194777,3332.0552918783264
1938,Rail-Link,Singapore,10577,2180.6418236315335,4846.146768255958
1939,Ground-Truck,New York,10190,2959.2234531158515,4087.721209331609
1940,Ground-Truck,London,3985,1176.1511112922426,6571.083912349641
1941,Air-Express,London,5446,2367.072109691127,3342.4770476081208
1942,Air-Express,Singapore,9601,2896.0878038456326,3540.40220565058
1943,Ground-Truck,Singapore,13149,4884.277313114099,7492.41285020123
1944,Ground-Truck,Singapore,2159,2728.284573553515,2252.671673103614
1945,Ocean-Freight,Singapore,12589,1441.0487840254323,1226.994161705012
1946,Ocean-Freight,New York,7487,296.88287630501566,1320.20047249779
1947,Air-Express,New York,684,3084.197478516508,793.490692237171
1948,Ocean-Freight,New York,5957,3262.6580111660996,1821.9798058674276
1949,Ocean-Freight,London,14117,1273.6432093002152,2848.4256965347927
1950,Ground-Truck,Shanghai,9026,4930.338323779954,2510.475722969422
1951,Air-Express,London,10189,4408.736034391469,674.8420595792377
1952,Ground-Truck,Singapore,1810,358.2535480970861,4460.2851402079
1953,Ground-Truck,Shanghai,1084,2586.867094122342,5694.583914534594
1954,Ocean-Freight,London,12257,2799.652828261763,7237.432885209144
1955,Air-Express,Singapore,4338,3148.4307062321272,1699.477226283748
1956,Ocean-Freight,London,6405,1101.2822120506705,1580.836783365488
1957,Air-Express,Shanghai,5976,1386.4848487599106,2162.0964817961362
1958,Ocean-Freight,New York,4455,329.89728335164784,903.8703919683866
1959,Ground-Truck,London,5714,1586.1591439901297,389.702610949189
1960,Rail-Link,Shanghai,9423,3051.5981768846545,1815.1868213811879
1961,Ground-Truck,Singapore,5459,644.81545207843,7318.005625588533
1962,Rail-Link,New York,10892,1937.596344005008,492.00367819018925
1963,Ground-Truck,New York,4150,3778.5250518357648,393.70380645495095
1964,Ground-Truck,New York,4927,744.7683465233177,2391.7089591746085
1965,Ocean-Freight,London,344,3201.92300935221,7658.755380783723
1966,Air-Express,Singapore,6210,4086.121868673869,5854.109291402846
1967,Ground-Truck,Singapore,13431,2429.104685848118,1466.6484396765327
1968,Rail-Link,Shanghai,14959,483.93155808860934,1621.9938413808986
1969,Air-Express,New York,3326,2257.0072925058157,1147.5458477217908
1970,Ground-Truck,New York,13873,3566.916887905522,4422.228624502067
1971,Rail-Link,New York,9621,2710.3166965716373,4219.116436806244
1972,Ocean-Freight,Shanghai,9434,4043.4112149644993,6973.8940471571195
1973,Air-Express,Singapore,13803,1023.7565023952423,4768.498663754662
1974,Ocean-Freight,New York,5289,282.176180702781,3698.6136808208357
1975,Rail-Link,Singapore,6799,4847.8763452667,1777.2435189118669
1976,Ocean-Freight,Singapore,11051,4400.416227106896,5989.493771942359
1977,Ocean-Freight,London,12572,3917.1044034518777,7035.042018343425
1978,Air-Express,London,7421,2384.550582127955,2428.923024543086
1979,Ground-Truck,New York,14829,3210.970828060173,3720.952413645418
1980,Ground-Truck,London,14949,3556.8206167827975,2697.906968832421
1981,Air-Express,New York,10370,4487.069390283843,502.5652918377731
1982,Ground-Truck,Singapore,11754,1510.4433612477803,6150.662504976549
1983,Rail-Link,New York,3547,1418.1014730003278,5908.69028280509
1984,Rail-Link,Shanghai,1634,2271.7188070987418,4442.49341360357
1985,Ground-Truck,Shanghai,8945,1157.0125892427554,5093.372238791138
1986,Rail-Link,Singapore,5944,3241.176028168791,4518.328046862742
1987,Air-Express,New York,3767,473.9057854078365,474.0438147435755
1988,Air-Express,New York,446,3445.063670486582,1021.0063248883334
1989,Rail-Link,Shanghai,4930,2923.9113071457177,328.0414554910103
1990,Air-Express,Shanghai,6458,2213.6156233659835,3454.872196562276
1991,Air-Express,London,3236,2392.001659462947,3962.878924484844
1992,Air-Express,Shanghai,8426,1536.7676399979714,6393.586953668206
1993,Ground-Truck,London,12718,2189.1546933988398,6788.848165675903
1994,Ocean-Freight,London,9435,728.4008278905923,2760.949981021549
1995,Ocean-Freight,Singapore,3828,2336.0126190438373,6293.00010470671
1996,Rail-Link,London,10381,3286.3723667717395,7475.516656740193
1997,Rail-Link,New York,4441,2469.9081046136216,1862.2506631002918
1998,Air-Express,New York,7126,3576.664216462613,3664.6217739558406
1999,Rail-Link,New York,7474,475.0038276208015,4552.475886827162
2000,Ground-Truck,New York,14832,2533.121288011735,2368.456633836759
